modelling_index,brand,year,model,title,used_or_new,transmission,engine_size_litres,drive_type,fuel_type,fuel_consumption_per_100km,kilometres,cylinders,body_type,doors,seats,price,colour_ext,colour_int,region,state,vehicle_age,km_per_year 
13628,Mazda,2012,3,2012 Mazda 3 NEO,USED,Manual,2.0,Front,Unleaded,8.6,122362,4,Sedan,4,5,11455,Silver,Black,Bibra Lake,WA,11,11123.818181818182
13629,Kia,2017,Cerato,2017 Kia Cerato Sport,USED,Automatic,2.0,Front,Unleaded,7.3,74736,4,Sedan,4,5,21999,White,,Wangara,WA,6,12456.0
13630,Holden,2012,Commodore,2012 Holden Commodore SV6 Thunder,USED,Manual,3.6,Rear,Unleaded,9.8,103373,6,Ute / Tray,2,2,21992,White,,Bentley,WA,11,9397.545454545454
13631,Mazda,2018,CX-5,2018 Mazda CX-5 Maxx (4X4),USED,Automatic,2.5,AWD,Unleaded,7.5,87245,4,SUV,4,5,29999,Brown,,Wangara,WA,5,17449.0
13632,Honda,2015,HR-V,2015 Honda HR-V VTI-S LE,USED,Automatic,1.8,Front,Unleaded,6.9,98048,4,SUV,4,5,23369,Blue,,Bentley,WA,8,12256.0
13633,HSV,1996,Maloo,1996 HSV Maloo,USED,Automatic,5.0,Rear,Unleaded,0.0,196528,8,Ute / Tray,2,3,39990,Black,Black,Wangara,WA,27,7278.814814814815
13634,Toyota,2006,Landcruiser,2006 Toyota Landcruiser GXL (4X4),USED,Automatic,4.2,4WD,Diesel,11.2,429513,6,SUV,4,8,37999,Silver,,Maddington,WA,17,25265.470588235294
13635,Hyundai,2018,Tucson,2018 Hyundai Tucson Active X (fwd),USED,Automatic,2.0,Front,Unleaded,7.9,55738,4,SUV,4,5,28982,White,Grey,Edgewater,WA,5,11147.6
13636,MG,2021,ZST,2021 MG ZST Excite,USED,Automatic,1.3,Front,Unleaded,7.3,7759,3,SUV,5,5,29999,White,Black,Welshpool,WA,2,3879.5
13637,Holden,2016,Colorado,2016 Holden Colorado 7 LT (4X4),USED,Automatic,2.8,4WD,Diesel,9.4,159592,4,SUV,4,7,26369,White,,Bentley,WA,7,22798.85714285714
13638,Jeep,2016,Grand,2016 Jeep Grand Cherokee Limited (4X4),USED,Automatic,3.6,4WD,Premium,10.4,79287,6,SUV,4,5,33990,Grey,Black,Wangara,WA,7,11326.714285714286
13639,Hyundai,2020,Tucson,2020 Hyundai Tucson Active (2WD),USED,Automatic,2.0,Front,Unleaded,7.9,68835,4,SUV,4,5,26990,Blue,Black,Wangara,WA,3,22945.0
13640,Toyota,2022,Landcruiser,2022 Toyota Landcruiser Prado VX,USED,Automatic,2.8,4WD,Diesel,7.9,27001,4,SUV,4,7,87999,Blue,,Welshpool,WA,1,27001.0
13641,Mitsubishi,2020,Outlander,2020 Mitsubishi Outlander ES 7 Seat (2WD),USED,Automatic,2.4,Front,Unleaded,7.2,28495,4,SUV,4,7,30990,Grey,Black Fabric,Bassendean,WA,3,9498.333333333334
13642,Ford,2015,Ecosport,2015 Ford Ecosport Trend,USED,Automatic,1.5,Front,Premium,6.5,101344,4,SUV,4,5,13999,Grey,,Wangara,WA,8,12668.0
13643,Jeep,2007,Wrangler,2007 Jeep Wrangler Sport (4X4),USED,Automatic,3.8,4WD,Unleaded,11.6,164270,6,SUV,2,4,16990,Silver,,Osborne Park,WA,16,10266.875
13644,Holden,2013,Trax,2013 Holden Trax LTZ,USED,Automatic,1.8,Front,Unleaded,7.6,161900,4,SUV,4,5,13988,Orange,,KINGSLEY,WA,10,16190.0
13645,Nissan,2010,Elgrand,2010 Nissan Elgrand Highway Star Premium,USED,Automatic,,Other,Unleaded,,139702,,Wagon,,,22992,Purple,,Bentley,WA,13,10746.307692307691
13646,Holden,2017,Colorado,2017 Holden Colorado LS (4X4),USED,Automatic,2.8,4WD,Diesel,9.0,81461,4,Ute / Tray,4,5,34990,Red,Grey,Wangara,WA,6,13576.833333333334
13647,Mitsubishi,2017,Triton,2017 Mitsubishi Triton GLX,USED,Manual,2.4,Rear,Unleaded,10.9,14950,4,Ute / Tray,2,2,27999,White,,Welshpool,WA,6,2491.6666666666665
13648,Ford,2018,Endura,2018 Ford Endura ST-Line (fwd),USED,Automatic,2.0,Front,Diesel,6.7,81500,4,SUV,4,5,30988,Silver,,KINGSLEY,WA,5,16300.0
13649,Toyota,2012,Hilux,2012 Toyota Hilux SR (4X4),USED,Manual,3.0,4WD,Diesel,8.3,300200,4,Ute / Tray,4,5,16990,,,Bellevue,WA,11,27290.909090909092
13650,Honda,2016,HR-V,2016 Honda HR-V VTI-S,USED,Automatic,1.8,Front,Unleaded,6.9,74781,4,SUV,4,5,20990,Silver,,Wangara,WA,7,10683.0
13651,Hyundai,2010,Santa,2010 Hyundai Santa FE SLX Crdi (4X4),USED,Manual,2.2,4WD,Diesel,6.7,208901,4,SUV,4,7,13999,White,,Bentley,WA,13,16069.307692307691
13652,Mitsubishi,2013,Pajero,2013 Mitsubishi Pajero GLX-R LWB (4X4),USED,Automatic,3.2,4WD,Diesel,9.0,222086,4,SUV,4,7,25990,Black,Black,Wangara,WA,10,22208.6
13653,Toyota,2016,86,2016 Toyota 86 GT,USED,Manual,2.0,Rear,Premium,7.8,66901,4,Coupe,2,4,26877,Grey,Black,Osborne Park,WA,7,9557.285714285714
13654,Nissan,2017,Navara,2017 Nissan Navara ST,USED,Automatic,,Other,Diesel,,53134,,Ute / Tray,,,43990,Blue,Black,Wangara,WA,6,8855.666666666666
13655,Ford,2013,Ranger,2013 Ford Ranger XL 3.2 (4X4),USED,Automatic,3.2,4WD,Diesel,9.2,272300,5,Ute / Tray,2,2,17990,White,Black,Victoria Park,WA,10,27230.0
13656,Nissan,2019,Navara,2019 Nissan Navara ST-X (4X4) (leather Trim),USED,Manual,2.3,4WD,Diesel,6.5,109540,4,Ute / Tray,4,5,39998,Silver,,KINGSLEY,WA,4,27385.0
13657,Mercedes-Benz,2013,M-Class,2013 Mercedes-Benz M-Class W166 ML250 BlueTEC Wagon 5dr 7G-TRONIC + 7sp 4x4 2.1DT,USED,Automatic,,Other,,,160191,,Wagon,,,27999,Black,,Victoria Park,WA,10,16019.1
13658,Hyundai,2011,Santa,2011 Hyundai Santa FE Elite Crdi (4X4),USED,Automatic,2.2,4WD,Diesel,7.5,252120,4,SUV,4,5,11990,White,Black,Wangara,WA,12,21010.0
13659,Mercedes-Benz,2012,C200,2012 Mercedes-Benz C200 BE,USED,Automatic,1.8,Rear,Premium,7.3,248527,4,Wagon,4,5,9985,Black,Black,Victoria Park,WA,11,22593.363636363636
13660,Mitsubishi,2019,Outlander,2019 Mitsubishi Outlander ES 7 Seat (awd),USED,Automatic,2.4,AWD,Unleaded,7.2,115918,4,SUV,4,7,26990,Grey,Black,Wangara,WA,4,28979.5
13661,Volvo,2004,V50,2004 Volvo V50 2.4,USED,Automatic,2.4,Front,Unleaded,9.2,132523,5,Wagon,4,5,9990,White,,Osborne Park,WA,19,6974.894736842105
13662,Toyota,2014,Hilux,2014 Toyota Hilux SR (4X4),USED,Automatic,3.0,4WD,Diesel,8.7,133218,4,Ute / Tray,4,5,43990,White,Grey,Wangara,WA,9,14802.0
13663,Land,2008,Rover,2008 Land Rover Range Rover Sport 2.7 TDV6,USED,Automatic,2.7,4WD,Diesel,10.2,186627,6,SUV,4,5,18990,Black,,Saint James,WA,15,12441.8
13664,Nissan,2010,Patrol,2010 Nissan Patrol ST (4X4),USED,Automatic,3.0,4WD,Diesel,11.8,299991,4,SUV,4,7,19999,White,,Bentley,WA,13,23076.23076923077
13665,Mercedes-Benz,2017,C220,2017 Mercedes-Benz C220 D,USED,Automatic,2.1,Rear,Diesel,4.7,91581,4,Sedan,4,4,37888,White,,Wangara,WA,6,15263.5
13666,Holden,2005,Commodore,2005 Holden Commodore,USED,Manual,3.6,Rear,Unleaded,0.0,259743,6,Ute / Tray,2,2,5990,Silver,,Hamilton Hill,WA,18,14430.166666666666
13667,Mitsubishi,2019,ASX,2019 Mitsubishi ASX ES (2WD),USED,Automatic,2.0,Front,Unleaded,7.6,93786,4,SUV,4,5,22488,White,,KINGSLEY,WA,4,23446.5
13668,Toyota,2003,Landcruiser,2003 Toyota Landcruiser Prado GX (4X4),USED,Manual,4.0,4WD,Unleaded,13.8,335974,6,SUV,4,8,14990,White,,Osborne Park,WA,20,16798.7
13669,Holden,2018,Astra,2018 Holden Astra LT,USED,Automatic,1.4,Front,Unleaded,6.1,33999,4,Sedan,4,5,19988,White,,KINGSLEY,WA,5,6799.8
13670,Audi,2019,Q2,2019 Audi Q2 40 Tfsi Quattro (2.0 Tfsi),USED,Automatic,2.0,AWD,Premium,6.5,35342,4,SUV,4,5,42369,Silver,,Bentley,WA,4,8835.5
13671,Land,2015,Rover,2015 Land Rover Discovery Sport SD4 HSE,USED,Automatic,2.2,AWD,Diesel,6.1,135174,4,SUV,4,5,34999,Grey,,Bentley,WA,8,16896.75
13672,Mazda,2021,BT-50,2021 Mazda BT-50 GT Thunder (4X4),USED,Automatic,3.0,4WD,Diesel,8.0,38592,4,Ute / Tray,4,5,59488,White,,KINGSLEY,WA,2,19296.0
13673,Jaguar,2017,XE,2017 Jaguar XE 20T R-Sport,USED,Automatic,2.0,Rear,Premium,6.3,125043,4,Sedan,4,5,28888,White,Standard Trim,Maddington,WA,6,20840.5
13674,BMW,2011,X3,2011 BMW X3 Xdrive 30D,USED,Automatic,3.0,4WD,Diesel,6.0,119565,6,SUV,4,5,19888,Silver,,Wangara,WA,12,9963.75
13675,Smart,2007,Fortwo,2007 Smart Fortwo Coupe,USED,Automatic,0.7,Front,Premium,5.9,88178,3,Coupe,2,2,5985,Black,Black,Victoria Park,WA,16,5511.125
13676,MG,2021,ZS,2021 MG ZS EV Essence,USED,Automatic,0.0,Front,Electric,0.0,32953,0,SUV,4,5,39888,White,Black,Wangara,WA,2,16476.5
13677,Ford,2018,Ranger,2018 Ford Ranger XLS 3.2 (4X4) (5 YR),USED,Automatic,3.2,4WD,Diesel,8.7,138989,5,Ute / Tray,4,5,37990,White,Black,Rockingham,WA,5,27797.8
13678,Mitsubishi,2017,Outlander,2017 Mitsubishi Outlander LS (4X4),USED,Automatic,2.4,AWD,Unleaded,7.5,89691,4,SUV,4,7,27990,Red,Black,Wangara,WA,6,14948.5
13679,Mitsubishi,2021,ASX,2021 Mitsubishi ASX ES (2WD),USED,Automatic,2.0,Front,Unleaded,7.6,50184,4,SUV,4,5,25290,Grey,Black Fabric,Bassendean,WA,2,25092.0
13680,Ford,2018,Ranger,2018 Ford Ranger XLT 3.2 (4X4),USED,Automatic,3.2,4WD,Diesel,8.7,140644,5,Ute / Tray,4,5,51990,Silver,Black,Wangara,WA,5,28128.8
13681,Volkswagen,2017,Amarok,2017 Volkswagen Amarok V6 TDI 550 Highline,USED,Automatic,3.0,4WD,Diesel,7.8,117156,6,Ute / Tray,4,5,46999,Grey,,Welshpool,WA,6,19526.0
13682,Volkswagen,2022,T-Cross,2022 Volkswagen T-Cross 85TSI Style,USED,Automatic,1.0,Front,Premium,5.4,14795,3,SUV,4,5,34990,Silver,Black,Wangara,WA,1,14795.0
13683,Toyota,2015,Landcruiser,2015 Toyota Landcruiser Prado Altitude (4X4),USED,Automatic,3.0,4WD,Diesel,8.5,183536,4,SUV,4,7,48990,White,,Bunbury,WA,8,22942.0
13684,Holden,2016,Colorado,2016 Holden Colorado LS (4X4),USED,Manual,2.8,4WD,Diesel,7.9,125168,4,Ute / Tray,4,5,29490,White,Black,Rockingham,WA,7,17881.14285714286
13685,Holden,2009,Epica,2009 Holden Epica CDX,USED,Automatic,2.5,Front,Unleaded,9.3,202000,6,Sedan,4,5,4999,Silver,,Craigie,WA,14,14428.57142857143
13686,Mazda,2004,Tribute,2004 Mazda Tribute Limited Sport,USED,Automatic,3.0,4WD,Unleaded,13.0,235117,6,SUV,4,5,4990,Gold,,Wangara,WA,19,12374.578947368422
13687,Mitsubishi,2012,Challenger,2012 Mitsubishi Challenger 2012 MITSUBISHI CHALLENGER LS PB AUTO 4X4 MY12,USED,Automatic,,Other,,,145727,,Wagon,,,18980,Silver,,Victoria Park,WA,11,13247.90909090909
13688,Toyota,2011,Hilux,2011 Toyota Hilux SR5 (4X4),USED,Automatic,4.0,4WD,Unleaded,13.0,198324,6,Ute / Tray,4,5,24990,Grey,Grey,Wangara,WA,12,16527.0
13689,Mitsubishi,2019,Eclipse,2019 Mitsubishi Eclipse Cross ES (2WD),USED,Automatic,1.5,Front,Unleaded,7.3,46097,4,SUV,4,5,29995,Silver,Black,Cannington,WA,4,11524.25
13690,Land,2017,Rover,2017 Land Rover Range Rover Sport SDV6 HSE Dynamic,USED,Automatic,3.0,AWD,Diesel,7.0,61204,6,SUV,4,5,98888,White,White,Osborne Park,WA,6,10200.666666666666
13691,Holden,2016,Malibu,2016 Holden Malibu CD,USED,Automatic,2.4,Front,Unleaded,8.0,123333,4,Sedan,4,5,12990,Grey,,Wangara,WA,7,17619.0
13692,Subaru,2016,Forester,2016 Subaru Forester 2.5I-L,USED,Automatic,2.5,AWD,Unleaded,8.1,87939,4,SUV,4,5,25998,Silver,Black,Edgewater,WA,7,12562.714285714286
13693,Kia,2021,Sportage,2021 Kia Sportage S (fwd),USED,Automatic,2.0,Front,Unleaded,7.9,60395,4,SUV,4,5,29480,White,,Canning Vale,WA,2,30197.5
13694,Hyundai,2021,I30,2021 Hyundai I30 N Line,USED,Automatic,1.6,Front,Unleaded,7.1,22030,4,Hatchback,4,5,35984,Grey,Grey,Edgewater,WA,2,11015.0
13695,Hyundai,2018,Kona,2018 Hyundai Kona Active AWD,USED,Automatic,1.6,AWD,Unleaded,6.7,43000,4,SUV,4,5,24999,Black,,Victoria Park,WA,5,8600.0
13696,Mazda,2021,CX-5,2021 Mazda CX-5 Maxx Sport (awd),USED,Automatic,2.2,AWD,Diesel,6.0,29860,4,SUV,4,5,39978,Grey,Grey,Edgewater,WA,2,14930.0
13697,Ford,2018,Ranger,2018 Ford Ranger Wildtrak 3.2 (4X4),USED,Automatic,3.2,4WD,Diesel,8.9,115822,5,Ute / Tray,4,5,49900,Silver,Black,Dudley Park,WA,5,23164.4
13698,Mitsubishi,2009,Lancer,2009 Mitsubishi Lancer VR,USED,Manual,2.0,Front,Unleaded,7.7,232399,4,Sedan,4,5,5990,Red,,Wangara,WA,14,16599.928571428572
13699,Toyota,2023,Landcruiser,2023 Toyota Landcruiser 70 Series LC79 GXL,USED,Manual,4.5,AWD,Diesel,10.7,250,8,Ute / Tray,2,2,125994,White,,Bentley,WA,0,250.0
13700,Toyota,2002,Corolla,2002 Toyota Corolla Conquest Seca,USED,Automatic,1.8,Front,Unleaded,7.8,191225,4,Hatchback,5,5,7990,Silver,,Wangara,WA,21,9105.952380952382
13701,Mercedes-Benz,2021,CLA45,2021 Mercedes-Benz CLA45 S 4Matic+,USED,Automatic,2.0,AWD,Premium,8.9,26482,4,Sedan,4,5,117990,Black,Black,Bunbury,WA,2,13241.0
13702,Toyota,2015,Landcruiser,2015 Toyota Landcruiser Prado GXL (4X4),USED,Automatic,3.0,4WD,Diesel,8.5,119984,4,SUV,4,7,48888,Blue,Black Cloth,Gosnells,WA,8,14998.0
13703,Mazda,2015,BT-50,2015 Mazda BT-50 XT (4X2),USED,Manual,2.2,Rear,Diesel,7.6,180340,4,Ute / Tray,2,3,14999,Blue,,Wangara,WA,8,22542.5
13704,Toyota,2023,Landcruiser,2023 Toyota Landcruiser 70 Series LC79 Workmate,USED,Manual,4.5,AWD,Diesel,10.7,50,8,Ute / Tray,2,2,123984,White,,Bentley,WA,0,50.0
13705,Holden,2015,Captiva,2015 Holden Captiva 7 LS Active (fwd),USED,Automatic,2.4,Front,Unleaded,9.0,90737,4,SUV,4,7,15990,White,Black,Wangara,WA,8,11342.125
13706,Honda,2015,Accord,2015 Honda Accord Sport Hybrid,USED,Automatic,2.0,Front,Hybrid,4.6,90800,4,Sedan,4,5,27990,White,,Osborne Park,WA,8,11350.0
13707,Holden,2014,Captiva,2014 Holden Captiva CG 7 LTZ Wagon 7st 5dr Spts Auto 6sp AWD 3.0i [MY14],USED,Automatic,,Other,,,175349,,Wagon,,,14990,Black,,Wangara,WA,9,19483.222222222223
13708,Mazda,2022,CX-30,2022 Mazda CX-30 G20 Touring Vision (fwd),USED,Automatic,2.0,Front,Unleaded,6.5,3766,4,SUV,4,5,36990,Red,Black,Palmyra,WA,1,3766.0
13709,Audi,2018,A5,2018 Audi A5 2.0 Tfsi Quattro S Tronic Sprt,USED,Automatic,2.0,AWD,Premium,6.5,78864,4,Hatchback,5,4,44991,White,,Bentley,WA,5,15772.8
13710,Mitsubishi,2015,Triton,2015 Mitsubishi Triton GL,USED,Manual,2.4,Rear,Unleaded,10.9,251548,4,Ute / Tray,2,2,10990,White,,Wangara,WA,8,31443.5
13711,Land,2012,Rover,2012 Land Rover Range Rover Sport 3.0 SDV6,USED,Automatic,3.0,4WD,Diesel,9.2,159768,6,SUV,4,5,39990,Black,,Osborne Park,WA,11,14524.363636363636
13712,Hyundai,2019,I30,2019 Hyundai I30 GO,USED,Automatic,2.0,Front,Unleaded,7.4,70764,4,Hatchback,4,5,19990,White,Black,Edgewater,WA,4,17691.0
13713,Nissan,2016,Patrol,2016 Nissan Patrol ST (4X4),USED,Automatic,3.0,4WD,Diesel,11.8,91290,4,SUV,4,7,51990,White,,Bunbury,WA,7,13041.42857142857
13714,Holden,2008,Rodeo,2008 Holden Rodeo RA LX Cab Chassis Crew Cab 4dr Man 5sp 4x4 3.0DT,USED,Manual,,Other,Diesel,,266342,,Ute / Tray,,,14999,Silver,,Wangara,WA,15,17756.133333333335
13715,Jaguar,2014,F-Type,2014 Jaguar F-Type V6,USED,Automatic,3.0,Rear,Premium,8.8,22063,6,Coupe,2,2,89990,Grey,,Bayswater,WA,9,2451.4444444444443
13716,Ford,2014,Ranger,2014 Ford Ranger XLT 3.2 (4X4),USED,Automatic,3.2,4WD,Diesel,9.2,213031,5,Ute / Tray,4,5,26990,Blue,Grey,Wangara,WA,9,23670.11111111111
13717,Daihatsu,2022,Hijet,2022 Daihatsu Hijet,USED,Manual,,Other,Unleaded,,29,,Ute / Tray,,,28988,Green,,Bentley,WA,1,29.0
13718,Suzuki,2021,Baleno,2021 Suzuki Baleno GL,USED,Automatic,1.4,Front,Unleaded,5.4,40262,4,Hatchback,4,5,19998,White,Grey,Edgewater,WA,2,20131.0
13719,Land,2011,Rover,2011 Land Rover Discovery Series 4 SDV6 HSE Wagon 7st 4dr CommandShift 6sp 4x4 3.0DTT,USED,Automatic,,Other,,,222071,,Wagon,,,28980,Black,,Victoria Park,WA,12,18505.916666666668
13720,Kia,2020,Cerato,2020 Kia Cerato S,USED,Automatic,2.0,Front,Unleaded,7.4,60153,4,Hatchback,5,5,21997,Grey,Black,Edgewater,WA,3,20051.0
13721,HSV,2012,Senator,2012 HSV Senator Signature,USED,Automatic,6.2,Rear,Premium,13.9,164900,8,Sedan,4,5,49990,Black,,Myaree,WA,11,14990.90909090909
13722,Mitsubishi,2016,Triton,2016 Mitsubishi Triton GLS (4X4),USED,Automatic,2.4,4WD,Diesel,7.6,129084,4,Ute / Tray,4,5,31987,White,Black,Wangara,WA,7,18440.571428571428
13723,Mitsubishi,2016,Pajero,2016 Mitsubishi Pajero Exceed LWB (4X4),USED,Automatic,3.2,4WD,Diesel,9.0,152000,4,SUV,4,7,38980,Silver,Black,Victoria Park,WA,7,21714.285714285714
13724,Hyundai,2020,I30,2020 Hyundai I30 Active,USED,Automatic,2.0,Front,Unleaded,7.4,60300,4,Hatchback,4,5,23999,Silver,,Wangara,WA,3,20100.0
13725,Holden,2012,UTE,2012 Holden UTE SV6,USED,Manual,,Rear,Unleaded,,90098,,Ute / Tray,,,29490,Green,,Bentley,WA,11,8190.727272727273
13726,Toyota,2023,RAV4,2023 Toyota RAV4 Cruiser (2WD) Hybrid,USED,Automatic,2.5,Front,Hybrid,4.8,100,4,SUV,5,5,67888,Black,,Morley,WA,0,100.0
13727,Renault,2018,Koleos,2018 Renault Koleos Life (4X2),USED,Automatic,2.5,Front,Premium,8.1,54468,4,SUV,4,5,24999,Grey,,Wangara,WA,5,10893.6
13728,Nissan,2017,Navara,2017 Nissan Navara RX (4X4),USED,Manual,2.3,4WD,Diesel,6.6,68725,4,Ute / Tray,4,5,32980,White,,Bentley,WA,6,11454.166666666666
13729,Toyota,2017,C-HR,2017 Toyota C-HR Koba (awd),USED,Automatic,1.2,AWD,Premium,5.6,63052,4,SUV,4,5,34990,Grey,,Busselton,WA,6,10508.666666666666
13730,Isuzu,2019,D-MAX,2019 Isuzu D-MAX X-Rider Limited Edition (4X4),USED,Automatic,3.0,4WD,Diesel,7.9,107108,4,Ute / Tray,4,5,44990,White,,Victoria Park,WA,4,26777.0
13731,Jeep,2022,Compass,2022 Jeep Compass S-Limited (4X4),USED,Automatic,2.4,4WD,Unleaded,7.9,12818,4,SUV,4,5,45990,Silver,,Clarkson,WA,1,12818.0
13732,Mitsubishi,2019,Triton,2019 Mitsubishi Triton GLS (4X4),USED,Automatic,2.4,4WD,Diesel,7.6,39613,4,Ute / Tray,4,5,45999,Grey,Black Sports Cloth,Victoria Park,WA,4,9903.25
13733,Mazda,2018,CX-5,2018 Mazda CX-5 Maxx Sport (4X2) (5YR),USED,Automatic,2.0,Front,Unleaded,6.9,95756,4,SUV,4,5,31990,Blue,,Busselton,WA,5,19151.2
13734,Toyota,2020,RAV4,2020 Toyota RAV4 Cruiser (2WD) Hybrid,USED,Automatic,2.5,Front,Hybrid,4.7,17105,4,SUV,5,5,54350,Red,Black,Myaree,WA,3,5701.666666666667
13735,Nissan,2022,Navara,2022 Nissan Navara SL OFF-Road Pack (4X4),USED,Automatic,2.3,4WD,Diesel,7.9,22,4,Ute / Tray,4,5,52999,White,,Wangara,WA,1,22.0
13736,Toyota,2017,Landcruiser,2017 Toyota Landcruiser Prado VX (4X4),USED,Automatic,2.8,4WD,Diesel,8.0,77086,4,SUV,4,7,62984,White,,Bentley,WA,6,12847.666666666666
13737,Mitsubishi,2011,Outlander,2011 Mitsubishi Outlander LS 30TH Anniversary (fwd),USED,Manual,2.4,Front,Unleaded,9.5,236856,4,SUV,4,5,9999,Silver,,Wangara,WA,12,19738.0
13738,Nissan,2016,Navara,2016 Nissan Navara RX (4X4),USED,Automatic,2.3,4WD,Diesel,7.1,183044,4,Ute / Tray,4,5,29789,White,,Victoria Park,WA,7,26149.14285714286
13739,Hyundai,2012,Veloster,2012 Hyundai Veloster,USED,Manual,1.6,Front,Unleaded,6.4,144100,4,Hatchback,3,4,13750,White,Black,Wangara,WA,11,13100.0
13740,Isuzu,2019,MU-X,2019 Isuzu MU-X LS-T (4X4),USED,Automatic,3.0,4WD,Diesel,7.9,83162,4,SUV,4,7,52988,Silver,,Bentley,WA,4,20790.5
13741,Mazda,2006,MPV,2006 Mazda MPV,USED,Automatic,3.0,Front,Unleaded,13.0,196082,6,Wagon,4,7,6999,Silver,,Wangara,WA,17,11534.235294117647
13742,Toyota,2022,Fortuner,2022 Toyota Fortuner GXL,USED,Automatic,2.8,4WD,Diesel,7.6,5637,4,SUV,4,7,65888,White,Black Fabric,Maddington,WA,1,5637.0
13743,Toyota,2005,Estima,2005 Toyota Estima Aeras,USED,Automatic,2.4,Front,,,158821,4,Wagon,4,,9990,Grey,Grey,Wangara,WA,18,8823.388888888889
13744,Toyota,2019,Fortuner,2019 Toyota Fortuner Crusade,USED,Automatic,2.8,AWD,Diesel,8.6,78664,4,SUV,4,7,55988,Grey,,Bentley,WA,4,19666.0
13745,Ford,2011,Territory,2011 Ford Territory Titanium (rwd),USED,Automatic,4.0,Rear,Unleaded,10.6,145385,6,SUV,4,7,16889,White,Black,Edgewater,WA,12,12115.416666666666
13746,Kia,2020,Stinger,2020 Kia Stinger GT (black Leather),USED,Automatic,3.3,Rear,Unleaded,10.2,25006,6,Sedan,4,5,56990,Grey,,Osborne Park,WA,3,8335.333333333334
13747,Jeep,2011,Cherokee,2011 Jeep Cherokee Sport (4X4),USED,Automatic,3.7,4WD,Unleaded,11.7,55411,6,SUV,4,5,15885,White,Black,Edgewater,WA,12,4617.583333333333
13748,Hyundai,2021,Palisade,2021 Hyundai Palisade (8 Seat),USED,Automatic,2.2,AWD,Diesel,7.3,63616,4,SUV,4,8,56980,Grey,,Canning Vale,WA,2,31808.0
13749,Mercedes-Benz,2001,Sprinter,2001 Mercedes-Benz Sprinter,USED,Automatic,,Other,Diesel,,533849,,Commercial,,,9999,White,,Wangara,WA,22,24265.863636363636
13750,Lexus,2021,NX350,2021 Lexus NX350 F Sport + EP1 AWD,USED,Automatic,2.4,AWD,Premium,8.1,8309,4,SUV,4,5,83999,Grey,,Osborne Park,WA,2,4154.5
13751,Holden,2015,Cruze,2015 Holden Cruze Equipe,USED,Automatic,1.8,Front,Unleaded,7.4,169752,4,Hatchback,5,5,10888,Black,Black,Wangara,WA,8,21219.0
13752,Lexus,2021,NX350,2021 Lexus NX350 F Sport + EP1 AWD,USED,Automatic,2.4,AWD,Premium,8.1,14856,4,SUV,4,5,81999,White,,Osborne Park,WA,2,7428.0
13753,Mitsubishi,2018,Outlander,2018 Mitsubishi Outlander ES 7 Seat (awd),USED,Automatic,2.4,AWD,Unleaded,7.2,76261,4,SUV,4,7,27999,Silver,,Wangara,WA,5,15252.2
13754,Mercedes-Benz,2019,C300,2019 Mercedes-Benz C300,USED,Automatic,2.0,Rear,Unleaded,7.0,30855,4,Coupe,2,4,69988,Blue,,Bentley,WA,4,7713.75
13755,Suzuki,2010,Grand,2010 Suzuki Grand Vitara Prestige (4X4),USED,Automatic,2.4,4WD,Unleaded,9.9,161744,4,SUV,4,5,13999,Grey,,Wangara,WA,13,12441.846153846154
13756,Peugeot,2018,3008,2018 Peugeot 3008 GT Line,USED,Automatic,1.6,Front,Premium,7.3,45569,4,SUV,4,5,33988,Blue,,Bentley,WA,5,9113.8
13757,Lexus,2020,RX450H,2020 Lexus RX450H Sports Luxury Hybrid,USED,Automatic,3.5,AWD,Hybrid,5.7,34661,6,SUV,4,5,89999,White,Black,Osborne Park,WA,3,11553.666666666666
13758,Volvo,2003,V40,2003 Volvo V40 2.0 SE,USED,Automatic,1.9,Front,Unleaded,9.6,186493,4,Wagon,4,5,5999,Green,,Wangara,WA,20,9324.65
13759,Mercedes-Benz,2018,S450,2018 Mercedes-Benz S450 L,USED,Automatic,3.0,Rear,Premium,8.4,23014,8,Sedan,4,5,129980,White,,Canning Vale,WA,5,4602.8
13760,Mitsubishi,2002,Delica,2002 Mitsubishi Delica,USED,Automatic,,Other,Unleaded,,244578,,Wagon,,,14999,Silver,,Wangara,WA,21,11646.57142857143
13761,Toyota,2020,Landcruiser,2020 Toyota Landcruiser LC200 GXL (4X4),USED,Automatic,4.5,4WD,Diesel,9.5,59004,8,SUV,4,8,109990,Grey,Grey Fabric,Midland,WA,3,19668.0
13762,Holden,2001,Commodore,2001 Holden Commodore SS,USED,Automatic,5.7,Rear,Unleaded,13.5,234384,8,Sedan,4,5,17990,Red,,Wangara,WA,22,10653.818181818182
13763,Tesla,2022,Model,2022 Tesla Model 3 Performance,USED,Automatic,0.0,AWD,Electric,0.0,6704,0,Sedan,4,5,86990,Silver,Silver,Osborne Park,WA,1,6704.0
13764,Ford,2012,Ranger,2012 Ford Ranger XLT 3.2 HI-Rider (4X2),USED,Automatic,3.2,Rear,Diesel,8.9,235654,5,Ute / Tray,4,5,17999,Blue,,Wangara,WA,11,21423.090909090908
13765,Ford,2016,Mustang,2016 Ford Mustang Fastback GT 5.0 V8,USED,Automatic,5.0,Rear,Premium,12.6,32700,8,Coupe,2,4,59990,Grey,Black,Myaree,WA,7,4671.428571428572
